primary_country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,>15
Rwanda,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
Saudi Arabia,0.00980392156862745,0.10784313725490197,0.27450980392156865,0.13725490196078433,0.09803921568627451,0.06862745098039216,0.00980392156862745,0.029411764705882353,0.049019607843137254,0.00980392156862745,0.049019607843137254,0.0,0.0196078431372549,0.00980392156862745,0.0,0.0,0.12745098039215685
Scotland,0.0,0.0,0.5,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Senegal,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
Serbia,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0967741935483871,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.0,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.41935483870967744
Sierra Leone,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385
Singapore,0.07647058823529412,0.23529411764705882,0.2323529411764706,0.15294117647058825,0.07352941176470588,0.023529411764705882,0.041176470588235294,0.01764705882352941,0.01764705882352941,0.01764705882352941,0.0029411764705882353,0.0058823529411764705,0.014705882352941176,0.0,0.008823529411764706,0.0,0.07941176470588235
Slovakia,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.47619047619047616
Slovenia,0.0,0.14705882352941177,0.11764705882352941,0.029411764705882353,0.08823529411764706,0.058823529411764705,0.0,0.0,0.029411764705882353,0.08823529411764706,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.08823529411764706,0.17647058823529413
South Africa,0.0,0.17616580310880828,0.14507772020725387,0.08808290155440414,0.10362694300518134,0.06217616580310881,0.05699481865284974,0.05181347150259067,0.07253886010362694,0.015544041450777202,0.02072538860103627,0.010362694300518135,0.025906735751295335,0.015544041450777202,0.0051813471502590676,0.010362694300518135,0.13989637305699482
South Korea,0.1608910891089109,0.29455445544554454,0.18811881188118812,0.09900990099009901,0.039603960396039604,0.04207920792079208,0.022277227722772276,0.009900990099009901,0.017326732673267328,0.024752475247524754,0.0,0.019801980198019802,0.012376237623762377,0.009900990099009901,0.0,0.0049504950495049506,0.054455445544554455
Spain,0.05485232067510549,0.1877637130801688,0.16455696202531644,0.1371308016877637,0.0949367088607595,0.060126582278481014,0.04430379746835443,0.03375527426160337,0.039029535864978905,0.0379746835443038,0.020042194092827006,0.015822784810126583,0.013713080168776372,0.013713080168776372,0.006329113924050633,0.011603375527426161,0.06434599156118144
Sri Lanka,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.6
Sweden,0.04891304347826087,0.16847826086956522,0.18206521739130435,0.1331521739130435,0.08695652173913043,0.0625,0.04755434782608696,0.03940217391304348,0.035326086956521736,0.03940217391304348,0.017663043478260868,0.016304347826086956,0.01358695652173913,0.016304347826086956,0.009510869565217392,0.008152173913043478,0.07472826086956522
Switzerland,0.1482213438735178,0.24440052700922266,0.1844532279314888,0.11857707509881422,0.06785243741765482,0.05138339920948617,0.030961791831357048,0.03491436100131752,0.017786561264822136,0.021739130434782608,0.013175230566534914,0.00461133069828722,0.005928853754940711,0.007905138339920948,0.005270092226613966,0.006587615283267457,0.036231884057971016
Taiwan,0.03428571428571429,0.14285714285714285,0.2,0.13714285714285715,0.12571428571428572,0.05142857142857143,0.011428571428571429,0.011428571428571429,0.02857142857142857,0.022857142857142857,0.04,0.017142857142857144,0.03428571428571429,0.022857142857142857,0.011428571428571429,0.0,0.10857142857142857
Tanzania,0.03125,0.0625,0.09375,0.125,0.09375,0.09375,0.03125,0.15625,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.25
Thailand,0.0,0.10810810810810811,0.16216216216216217,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.05405405405405406,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.0,0.0,0.05405405405405406,0.02702702702702703,0.0,0.24324324324324326
The Philippines,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.5454545454545454
Tunisia,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
