,primary_country_target,primary_country_partner,Count
2712,India,Chile,24
2750,India,Norway,24
2765,India,Singapore,24
2702,India,Austria,23
2725,India,Finland,23
2745,India,Mexico,23
2704,India,Belgium,22
2759,India,Russia,20
2774,India,Taiwan,20
2735,India,Ireland,19
2736,India,Israel,19
2748,India,New Zealand,19
2769,India,South Korea,19
2784,India,United Arab Emirates,18
2700,India,Argentina,17
2756,India,Portugal,15
2714,India,Colombia,14
2779,India,Turkey,14
2723,India,Estonia,13
2755,India,Poland,13
2717,India,Czech Republic,12
2740,India,Kenya,12
2743,India,Malaysia,12
2731,India,Hungary,10
2771,India,Sri Lanka,10
2715,India,Costa Rica,9
2729,India,Greece,9
2786,India,Vietnam,9
2708,India,Bulgaria,8
2749,India,Nigeria,8
2754,India,Philippines,8
2761,India,Saudi Arabia,8
2764,India,Serbia,8
2722,India,Egypt,7
2733,India,Indonesia,7
2753,India,Peru,7
2757,India,Qatar,7
2775,India,Tanzania,7
2705,India,Bolivia,6
2711,India,Center for Astrophysics,6
2716,India,Croatia,6
2721,India,Ecuador,6
2732,India,Iceland,6
2734,India,Iran,6
2747,India,Morocco,6
2751,India,Pakistan,6
2766,India,Slovakia,6
2703,India,Bangladesh,5
2719,India,Côte d'Ivoire,5
2724,India,Ethiopia,5
2758,India,Romania,5
2777,India,The Philippines,5
2783,India,Ukraine,5
2785,India,Venezuela,5
2709,India,Cameroon,4
2752,India,Panama,4
2776,India,Thailand,4
2741,India,Lithuania,3
2760,India,Rwanda,3
2782,India,Uganda,3
2730,India,Hong Kong,2
2742,India,Luxembourg,2
2746,India,Mongolia,2
2763,India,Senegal,2
2767,India,Slovenia,2
2706,India,Botswana,1
2718,India,Czechia,1
2727,India,Georgia,1
2739,India,Kazakhstan,1
2744,India,Mali,1
2762,India,Scotland,1
2778,India,Tunisia,1
2789,Indonesia,Australia,33
2863,Indonesia,USA,27
2862,Indonesia,UK,26
2813,Indonesia,France,17
2869,Indonesia,the Netherlands,16
2798,Indonesia,Canada,15
2815,Indonesia,Germany,15
2824,Indonesia,Japan,15
2807,Indonesia,Denmark,14
2800,Indonesia,China,13
2795,Indonesia,Brazil,12
2849,Indonesia,Singapore,12
2852,Indonesia,Spain,11
2832,Indonesia,New Zealand,10
2801,Indonesia,Colombia,9
2828,Indonesia,Malaysia,9
2850,Indonesia,South Africa,9
2855,Indonesia,Switzerland,9
2823,Indonesia,Italy,8
2829,Indonesia,Mexico,8
2854,Indonesia,Sweden,8
2788,Indonesia,Argentina,7
2799,Indonesia,Chile,7
2819,Indonesia,India,7
2856,Indonesia,Taiwan,7
2797,Indonesia,Cameroon,6
2834,Indonesia,Norway,6
2844,Indonesia,Russia,6
2845,Indonesia,Saudi Arabia,6
2859,Indonesia,The Philippines,6
2792,Indonesia,Belgium,5
2808,Indonesia,Ecuador,5
2810,Indonesia,Estonia,5
2812,Indonesia,Finland,5
2851,Indonesia,South Korea,5
2853,Indonesia,Sri Lanka,5
2868,Indonesia,Vietnam,5
2790,Indonesia,Austria,4
2791,Indonesia,Bangladesh,4
2816,Indonesia,Greece,4
2821,Indonesia,Ireland,4
2833,Indonesia,Nigeria,4
2837,Indonesia,Peru,4
2839,Indonesia,Poland,4
2857,Indonesia,Tanzania,4
2858,Indonesia,Thailand,4
2861,Indonesia,Turkey,4
2866,Indonesia,United Arab Emirates,4
2867,Indonesia,Venezuela,4
2803,Indonesia,Croatia,3
2822,Indonesia,Israel,3
2826,Indonesia,Kenya,3
2836,Indonesia,Panama,3
2841,Indonesia,Qatar,3
2864,Indonesia,Uganda,3
2793,Indonesia,Bolivia,2
2802,Indonesia,Costa Rica,2
2805,Indonesia,Côte d'Ivoire,2
2806,Indonesia,Democratic Republic of the Congo,2
2809,Indonesia,Egypt,2
2817,Indonesia,Hungary,2
2820,Indonesia,Iran,2
2831,Indonesia,Morocco,2
2835,Indonesia,Pakistan,2
2838,Indonesia,Philippines,2
2840,Indonesia,Portugal,2
2847,Indonesia,Serbia,2
2848,Indonesia,Sierra Leone,2
2865,Indonesia,Ukraine,2
2794,Indonesia,Botswana,1
2796,Indonesia,Bulgaria,1
2804,Indonesia,Czech Republic,1
2811,Indonesia,Ethiopia,1
2814,Indonesia,Georgia,1
2818,Indonesia,Iceland,1
2825,Indonesia,Kazakhstan,1
2827,Indonesia,Lithuania,1
2830,Indonesia,Mongolia,1
2842,Indonesia,Republic of Singapore,1
2843,Indonesia,Romania,1
2846,Indonesia,Senegal,1
2860,Indonesia,Tunisia,1
2940,Iran,USA,27
2939,Iran,UK,19
2891,Iran,France,18
2894,Iran,Germany,18
2878,Iran,Canada,15
2871,Iran,Australia,11
2932,Iran,Sweden,11
2880,Iran,China,10
2903,Iran,Italy,10
2872,Iran,Austria,9
2923,Iran,Saudi Arabia,9
2874,Iran,Belgium,8
2876,Iran,Brazil,8
2883,Iran,Czech Republic,8
2904,Iran,Japan,8
2922,Iran,Russia,8
2930,Iran,Spain,8
2933,Iran,Switzerland,8
2870,Iran,Argentina,7
2885,Iran,Denmark,7
2946,Iran,the Netherlands,7
2899,Iran,India,6
2902,Iran,Israel,6
2914,Iran,Norway,6
2918,Iran,Poland,6
2920,Iran,Qatar,6
2924,Iran,Serbia,6
2938,Iran,Turkey,6
2881,Iran,Colombia,5
2890,Iran,Finland,5
2897,Iran,Hungary,5
2910,Iran,Mongolia,5
2919,Iran,Portugal,5
2929,Iran,South Korea,5
2943,Iran,United Arab Emirates,5
2879,Iran,Chile,4
2888,Iran,Estonia,4
2906,Iran,Kenya,4
2907,Iran,Lithuania,4
2921,Iran,Romania,4
2925,Iran,Singapore,4
2882,Iran,Croatia,3
2887,Iran,Egypt,3
2893,Iran,Georgia,3
2901,Iran,Ireland,3
2909,Iran,Mexico,3
2912,Iran,New Zealand,3
2926,Iran,Slovakia,3
2928,Iran,South Africa,3
2935,Iran,Thailand,3
2936,Iran,The Philippines,3
2942,Iran,Ukraine,3
2877,Iran,Bulgaria,2
2884,Iran,Czechia,2
2886,Iran,Ecuador,2
2895,Iran,Greece,2
2900,Iran,Indonesia,2
2905,Iran,Kazakhstan,2
2908,Iran,Malaysia,2
2915,Iran,Pakistan,2
2937,Iran,Tunisia,2
2873,Iran,Bangladesh,1
2875,Iran,Botswana,1
2889,Iran,Ethiopia,1
2892,Iran,France [],1
2896,Iran,Hong Kong,1
2898,Iran,Iceland,1
2911,Iran,Morocco,1
2913,Iran,Nigeria,1
2916,Iran,Panama,1
2917,Iran,Peru,1
2927,Iran,Slovenia,1
2931,Iran,Sri Lanka,1
2934,Iran,Taiwan,1
2941,Iran,Uganda,1
2944,Iran,Venezuela,1
2945,Iran,Vietnam,1
3024,Ireland,USA,137
3022,Ireland,UK,117
2972,Ireland,Germany,99
2970,Ireland,France,78
2954,Ireland,Canada,62
2981,Ireland,Italy,59
3013,Ireland,Spain,58
3029,Ireland,the Netherlands,56
3015,Ireland,Switzerland,54
2948,Ireland,Australia,49
3014,Ireland,Sweden,49
2949,Ireland,Austria,43
2964,Ireland,Denmark,38
2957,Ireland,China,36
2950,Ireland,Belgium,31
2982,Ireland,Japan,29
2969,Ireland,Finland,26
3003,Ireland,Russia,26
2998,Ireland,Poland,25
2980,Ireland,Israel,23
2993,Ireland,Norway,20
2977,Ireland,India,19
2961,Ireland,Czech Republic,18
2951,Ireland,Brazil,17
2991,Ireland,New Zealand,17
2967,Ireland,Estonia,15
2973,Ireland,Greece,15
2976,Ireland,Iceland,15
3008,Ireland,Singapore,15
3011,Ireland,South Africa,15
2975,Ireland,Hungary,14
2999,Ireland,Portugal,14
2956,Ireland,Chile,13
3012,Ireland,South Korea,13
3021,Ireland,Turkey,12
3016,Ireland,Taiwan,11
2988,Ireland,Mexico,10
3026,Ireland,United Arab Emirates,10
2947,Ireland,Argentina,9
2952,Ireland,Bulgaria,9
3007,Ireland,Serbia,9
2960,Ireland,Croatia,8
2983,Ireland,Kazakhstan,7
2987,Ireland,Malaysia,7
3002,Ireland,Romania,7
2955,Ireland,Center for Astrophysics,6
2958,Ireland,Colombia,5
2962,Ireland,Czechia,5
2997,Ireland,Philippines,5
3010,Ireland,Slovenia,5
2978,Ireland,Indonesia,4
3005,Ireland,Saudi Arabia,4
3009,Ireland,Slovakia,4
3019,Ireland,The Philippines,4
3025,Ireland,Ukraine,4
2965,Ireland,Ecuador,3
2979,Ireland,Iran,3
2985,Ireland,Lithuania,3
2992,Ireland,Nigeria,3
3018,Ireland,Thailand,3
2966,Ireland,Egypt,2
2986,Ireland,Luxembourg,2
2989,Ireland,Mongolia,2
3000,Ireland,Qatar,2
3004,Ireland,Rwanda,2
3020,Ireland,Tunisia,2
3023,Ireland,UK [],2
2953,Ireland,Cameroon,1
2959,Ireland,Costa Rica,1
2963,Ireland,Côte d'Ivoire,1
2968,Ireland,Ethiopia,1
2971,Ireland,Georgia,1
2974,Ireland,Hong Kong,1
2984,Ireland,Kenya,1
2990,Ireland,Morocco,1
2994,Ireland,Pakistan,1
2995,Ireland,Panama,1
2996,Ireland,Peru,1
3001,Ireland,Republic of Singapore,1
3006,Ireland,Scotland,1
3017,Ireland,Tanzania,1
3027,Ireland,Venezuela,1
3028,Ireland,Vietnam,1
3109,Israel,USA,373
3056,Israel,Germany,152
3107,Israel,UK,137
3055,Israel,France,93
3066,Israel,Japan,78
3097,Israel,Spain,77
3100,Israel,Switzerland,77
3039,Israel,Canada,72
3065,Israel,Italy,67
3042,Israel,China,65
3099,Israel,Sweden,62
3115,Israel,the Netherlands,59
3031,Israel,Australia,56
3049,Israel,Denmark,55
3032,Israel,Austria,36
3034,Israel,Belgium,30
3037,Israel,Brazil,23
3054,Israel,Finland,23
3064,Israel,Ireland,23
3092,Israel,Singapore,23
3082,Israel,Poland,21
3087,Israel,Russia,21
3061,Israel,India,19
3041,Israel,Chile,18
3096,Israel,South Korea,18
3047,Israel,Czech Republic,17
3077,Israel,Norway,15
3083,Israel,Portugal,15
3057,Israel,Greece,14
3059,Israel,Hungary,14
3095,Israel,South Africa,11
3101,Israel,Taiwan,11
3088,Israel,Saudi Arabia,9
3030,Israel,Argentina,8
3046,Israel,Croatia,8
3069,Israel,Lithuania,8
3072,Israel,Mexico,8
3075,Israel,New Zealand,8
3052,Israel,Estonia,7
3068,Israel,Kenya,7
3106,Israel,Turkey,7
3060,Israel,Iceland,6
3063,Israel,Iran,6
3091,Israel,Serbia,6
3076,Israel,Nigeria,5
3044,Israel,Colombia,4
3048,Israel,Czechia,4
3078,Israel,Pakistan,4
3093,Israel,Slovakia,4
3094,Israel,Slovenia,4
3111,Israel,Ukraine,4
3112,Israel,United Arab Emirates,4
3045,Israel,Costa Rica,3
3050,Israel,Ecuador,3
3058,Israel,Hong Kong,3
3062,Israel,Indonesia,3
3071,Israel,Malaysia,3
3073,Israel,Mongolia,3
3081,Israel,Philippines,3
3098,Israel,Sri Lanka,3
3103,Israel,Thailand,3
3104,Israel,The Philippines,3
3105,Israel,Tunisia,3
3038,Israel,Bulgaria,2
3051,Israel,Egypt,2
3070,Israel,Luxembourg,2
3074,Israel,Morocco,2
3079,Israel,Panama,2
3080,Israel,Peru,2
3086,Israel,Romania,2
3110,Israel,Uganda,2
3113,Israel,Venezuela,2
3033,Israel,Bangladesh,1
3035,Israel,Bolivia,1
3036,Israel,Botswana,1
3040,Israel,Center for Astrophysics,1
3043,Israel,China [],1
3053,Israel,Ethiopia,1
3067,Israel,Kazakhstan,1
3084,Israel,Qatar,1
3085,Israel,Republic of Singapore,1
3089,Israel,Scotland,1
3090,Israel,Senegal,1
3102,Israel,Tanzania,1
3108,Israel,UK [],1
3114,Israel,Vietnam,1
3208,Italy,USA,549
3205,Italy,UK,374
3147,Italy,Germany,348
3144,Italy,France,269
3195,Italy,Spain,214
3198,Italy,Switzerland,193
3214,Italy,the Netherlands,178
3126,Italy,Canada,171
3117,Italy,Australia,135
3129,Italy,China,134
3197,Italy,Sweden,128
3118,Italy,Austria,113
3159,Italy,Japan,108
3138,Italy,Denmark,103
3120,Italy,Belgium,89
3183,Italy,Russia,73
3177,Italy,Poland,69
3158,Italy,Israel,67
3171,Italy,Norway,64
3143,Italy,Finland,61
3157,Italy,Ireland,59
3134,Italy,Czech Republic,52
3194,Italy,South Korea,51
3123,Italy,Brazil,48
3128,Italy,Chile,45
3154,Italy,India,44
3190,Italy,Singapore,43
3178,Italy,Portugal,39
3149,Italy,Greece,36
3152,Italy,Hungary,36
3193,Italy,South Africa,35
3166,Italy,Mexico,34
3141,Italy,Estonia,32
3199,Italy,Taiwan,32
3169,Italy,New Zealand,31
3116,Italy,Argentina,28
3153,Italy,Iceland,27
3133,Italy,Croatia,26
3204,Italy,Turkey,26
3188,Italy,Serbia,23
3182,Italy,Romania,21
3124,Italy,Bulgaria,18
3131,Italy,Colombia,18
3192,Italy,Slovenia,17
3165,Italy,Malaysia,16
3185,Italy,Saudi Arabia,15
3210,Italy,Ukraine,15
3211,Italy,United Arab Emirates,15
3191,Italy,Slovakia,13
3179,Italy,Qatar,12
3168,Italy,Morocco,11
3175,Italy,Peru,11
3127,Italy,Center for Astrophysics,10
3156,Italy,Iran,10
3170,Italy,Nigeria,10
3201,Italy,Thailand,10
3132,Italy,Costa Rica,9
3139,Italy,Ecuador,9
3160,Italy,Kazakhstan,9
3163,Italy,Luxembourg,9
3176,Italy,Philippines,9
3121,Italy,Bolivia,8
3135,Italy,Czechia,8
3155,Italy,Indonesia,8
3173,Italy,Pakistan,8
3174,Italy,Panama,8
3209,Italy,Uganda,8
3213,Italy,Vietnam,8
3125,Italy,Cameroon,7
3151,Italy,Hong Kong,7
3161,Italy,Kenya,7
3162,Italy,Lithuania,7
3200,Italy,Tanzania,7
3212,Italy,Venezuela,7
3140,Italy,Egypt,6
3146,Italy,Georgia,6
3196,Italy,Sri Lanka,6
3119,Italy,Bangladesh,5
3142,Italy,Ethiopia,5
3203,Italy,Tunisia,5
3167,Italy,Mongolia,4
3136,Italy,Côte d'Ivoire,3
3137,Italy,Democratic Republic of the Congo,3
3145,Italy,France [],3
3184,Italy,Rwanda,3
3189,Italy,Sierra Leone,3
3202,Italy,The Philippines,3
3150,Italy,Guinea,2
3186,Italy,Scotland,2
3187,Italy,Senegal,2
3206,Italy,UK [],2
3207,Italy,US,2
3122,Italy,Botswana,1
3130,Italy,China [],1
3148,Italy,Germany [],1
3164,Italy,MO,1
3172,Italy,PR China,1
3180,Italy,ROC,1
3181,Italy,Republic of Singapore,1
3303,Japan,USA,748
3245,Japan,Germany,307
3302,Japan,UK,307
3228,Japan,China,212
3242,Japan,France,196
3216,Japan,Australia,168
3309,Japan,the Netherlands,151
3225,Japan,Canada,150
3294,Japan,Switzerland,142
3291,Japan,Spain,125
3256,Japan,Italy,108
3293,Japan,Sweden,95
3255,Japan,Israel,78
3236,Japan,Denmark,75
3290,Japan,South Korea,74
3217,Japan,Austria,71
3286,Japan,Singapore,65
3219,Japan,Belgium,63
3295,Japan,Taiwan,54
3241,Japan,Finland,50
3279,Japan,Russia,50
3222,Japan,Brazil,48
3251,Japan,India,48
3267,Japan,Norway,45
3265,Japan,New Zealand,39
3289,Japan,South Africa,39
3273,Japan,Poland,37
3262,Japan,Mexico,34
3227,Japan,Chile,32
3254,Japan,Ireland,29
3232,Japan,Czech Republic,28
3215,Japan,Argentina,26
3274,Japan,Portugal,26
3247,Japan,Greece,23
3239,Japan,Estonia,21
3250,Japan,Iceland,21
3249,Japan,Hungary,20
3229,Japan,Colombia,18
3261,Japan,Malaysia,18
3252,Japan,Indonesia,15
3281,Japan,Saudi Arabia,15
3284,Japan,Serbia,14
3297,Japan,Thailand,14
3300,Japan,Turkey,14
3272,Japan,Philippines,11
3292,Japan,Sri Lanka,11
3231,Japan,Croatia,10
3237,Japan,Ecuador,10
3248,Japan,Hong Kong,10
3278,Japan,Romania,10
3306,Japan,United Arab Emirates,10
3275,Japan,Qatar,9
3296,Japan,Tanzania,9
3223,Japan,Bulgaria,8
3253,Japan,Iran,8
3258,Japan,Kenya,8
3270,Japan,Panama,8
3308,Japan,Vietnam,8
3230,Japan,Costa Rica,7
3266,Japan,Nigeria,7
3271,Japan,Peru,7
3288,Japan,Slovenia,7
3298,Japan,The Philippines,7
3224,Japan,Cameroon,6
3238,Japan,Egypt,6
3263,Japan,Mongolia,6
3269,Japan,Pakistan,6
3287,Japan,Slovakia,6
3304,Japan,Uganda,6
3307,Japan,Venezuela,6
3259,Japan,Lithuania,5
3264,Japan,Morocco,5
3220,Japan,Bolivia,4
3234,Japan,Côte d'Ivoire,4
3257,Japan,Kazakhstan,4
3260,Japan,Luxembourg,4
3305,Japan,Ukraine,4
3218,Japan,Bangladesh,3
3226,Japan,Center for Astrophysics,3
3233,Japan,Czechia,3
3240,Japan,Ethiopia,3
3244,Japan,Georgia,3
3246,Japan,Germany [],3
3268,Japan,PR China,2
3276,Japan,ROC,2
3283,Japan,Senegal,2
3299,Japan,Tunisia,2
3221,Japan,Botswana,1
3235,Japan,Democratic Republic of the Congo,1
3243,Japan,France [],1
3277,Japan,Republic of Singapore,1
3280,Japan,Rwanda,1
3282,Japan,Scotland,1
3285,Japan,Sierra Leone,1
3301,Japan,U.K,1
3348,Kazakhstan,Russia,21
3362,Kazakhstan,UK,20
3363,Kazakhstan,USA,20
3327,Kazakhstan,Germany,18
3357,Kazakhstan,Sweden,13
3321,Kazakhstan,Denmark,12
3325,Kazakhstan,France,11
3328,Kazakhstan,Hungary,11
3356,Kazakhstan,Spain,10
3311,Kazakhstan,Austria,9
3335,Kazakhstan,Italy,9
3340,Kazakhstan,Mongolia,9
3358,Kazakhstan,Switzerland,9
3319,Kazakhstan,Czech Republic,8
3367,Kazakhstan,the Netherlands,8
3333,Kazakhstan,Ireland,7
3344,Kazakhstan,Poland,7
3326,Kazakhstan,Georgia,6
3364,Kazakhstan,Ukraine,6
3342,Kazakhstan,Norway,5
3345,Kazakhstan,Portugal,5
3313,Kazakhstan,Belgium,4
3315,Kazakhstan,Canada,4
3318,Kazakhstan,Croatia,4
3320,Kazakhstan,Czechia,4
3336,Kazakhstan,Japan,4
3347,Kazakhstan,Romania,4
3353,Kazakhstan,Slovakia,4
3310,Kazakhstan,Australia,3
3314,Kazakhstan,Bulgaria,3
3323,Kazakhstan,Estonia,3
3324,Kazakhstan,Finland,3
3337,Kazakhstan,Lithuania,3
3350,Kazakhstan,Saudi Arabia,3
3351,Kazakhstan,Serbia,3
3359,Kazakhstan,Taiwan,3
3361,Kazakhstan,Turkey,3
3317,Kazakhstan,China,2
3332,Kazakhstan,Iran,2
3341,Kazakhstan,New Zealand,2
3352,Kazakhstan,Singapore,2
3312,Kazakhstan,Bangladesh,1
3316,Kazakhstan,Chile,1
3322,Kazakhstan,Egypt,1
3329,Kazakhstan,Iceland,1
3330,Kazakhstan,India,1
3331,Kazakhstan,Indonesia,1
3334,Kazakhstan,Israel,1
3338,Kazakhstan,Luxembourg,1
3339,Kazakhstan,Mexico,1
3343,Kazakhstan,Philippines,1
3346,Kazakhstan,Qatar,1
3349,Kazakhstan,Rwanda,1
3354,Kazakhstan,Slovenia,1
3355,Kazakhstan,South Korea,1
3360,Kazakhstan,Tunisia,1
3365,Kazakhstan,United Arab Emirates,1
3366,Kazakhstan,Vietnam,1
3439,Kenya,USA,41
3438,Kenya,UK,40
3369,Kenya,Australia,18
3427,Kenya,South Africa,17
3380,Kenya,China,16
3432,Kenya,Switzerland,16
3378,Kenya,Canada,15
3392,Kenya,France,15
3393,Kenya,Germany,15
3429,Kenya,Spain,14
3397,Kenya,India,12
3375,Kenya,Brazil,10
3434,Kenya,Tanzania,9
3403,Kenya,Japan,8
3424,Kenya,Saudi Arabia,8
3445,Kenya,the Netherlands,8
3381,Kenya,Colombia,7
3401,Kenya,Israel,7
3402,Kenya,Italy,7
3411,Kenya,New Zealand,7
3442,Kenya,United Arab Emirates,7
3408,Kenya,Mexico,6
3431,Kenya,Sweden,6
3368,Kenya,Argentina,5
3386,Kenya,Denmark,5
3391,Kenya,Finland,5
3413,Kenya,Norway,5
3419,Kenya,Portugal,5
3370,Kenya,Austria,4
3388,Kenya,Egypt,4
3390,Kenya,Ethiopia,4
3399,Kenya,Iran,4
3406,Kenya,Malaysia,4
3422,Kenya,Russia,4
3426,Kenya,Singapore,4
3430,Kenya,Sri Lanka,4
3372,Kenya,Belgium,3
3379,Kenya,Chile,3
3387,Kenya,Ecuador,3
3389,Kenya,Estonia,3
3395,Kenya,Hungary,3
3398,Kenya,Indonesia,3
3412,Kenya,Nigeria,3
3416,Kenya,Peru,3
3420,Kenya,Qatar,3
3433,Kenya,Taiwan,3
3436,Kenya,The Philippines,3
3437,Kenya,Tunisia,3
3371,Kenya,Bangladesh,2
3376,Kenya,Bulgaria,2
3383,Kenya,Croatia,2
3384,Kenya,Czech Republic,2
3385,Kenya,Democratic Republic of the Congo,2
3404,Kenya,Lithuania,2
3407,Kenya,Mali,2
3415,Kenya,Panama,2
3417,Kenya,Philippines,2
3423,Kenya,Rwanda,2
3428,Kenya,South Korea,2
3440,Kenya,Uganda,2
3441,Kenya,Ukraine,2
3373,Kenya,Bolivia,1
3374,Kenya,Botswana,1
3377,Kenya,Cameroon,1
3382,Kenya,Costa Rica,1
3394,Kenya,Greece,1
3396,Kenya,Iceland,1
3400,Kenya,Ireland,1
3405,Kenya,Luxembourg,1
3409,Kenya,Mongolia,1
3410,Kenya,Morocco,1
3414,Kenya,Pakistan,1
3418,Kenya,Poland,1
3421,Kenya,Romania,1
3425,Kenya,Serbia,1
3435,Kenya,Thailand,1
3443,Kenya,Venezuela,1
3444,Kenya,Vietnam,1
3510,Lithuania,USA,13
3464,Lithuania,France,11
3509,Lithuania,UK,11
3466,Lithuania,Germany,10
3491,Lithuania,Russia,10
3453,Lithuania,Canada,9
3502,Lithuania,Switzerland,9
3461,Lithuania,Denmark,8
3474,Lithuania,Israel,8
3499,Lithuania,Spain,8
3448,Lithuania,Austria,7
3468,Lithuania,Hungary,7
3475,Lithuania,Italy,7
3487,Lithuania,Poland,7
3501,Lithuania,Sweden,7
3449,Lithuania,Belgium,6
3462,Lithuania,Estonia,6
3484,Lithuania,Norway,6
3513,Lithuania,the Netherlands,6
3447,Lithuania,Australia,5
3460,Lithuania,Czechia,5
3476,Lithuania,Japan,5
3451,Lithuania,Brazil,4
3455,Lithuania,China,4
3458,Lithuania,Croatia,4
3459,Lithuania,Czech Republic,4
3463,Lithuania,Finland,4
3472,Lithuania,Iran,4
3488,Lithuania,Portugal,4
3490,Lithuania,Romania,4
3446,Lithuania,Argentina,3
3470,Lithuania,India,3
3473,Lithuania,Ireland,3
3477,Lithuania,Kazakhstan,3
3481,Lithuania,Mongolia,3
3492,Lithuania,Saudi Arabia,3
3494,Lithuania,Singapore,3
3508,Lithuania,Turkey,3
3511,Lithuania,Ukraine,3
3452,Lithuania,Bulgaria,2
3454,Lithuania,Chile,2
3456,Lithuania,Colombia,2
3465,Lithuania,Georgia,2
3467,Lithuania,Greece,2
3469,Lithuania,Iceland,2
3478,Lithuania,Kenya,2
3479,Lithuania,Luxembourg,2
3480,Lithuania,Mexico,2
3482,Lithuania,Morocco,2
3493,Lithuania,Serbia,2
3450,Lithuania,Bolivia,1
3457,Lithuania,Costa Rica,1
3471,Lithuania,Indonesia,1
3483,Lithuania,New Zealand,1
3485,Lithuania,Pakistan,1
3486,Lithuania,Peru,1
3489,Lithuania,Republic of Singapore,1
3495,Lithuania,Slovakia,1
3496,Lithuania,Slovenia,1
3497,Lithuania,South Africa,1
3498,Lithuania,South Korea,1
3500,Lithuania,Sri Lanka,1
3503,Lithuania,Taiwan,1
3504,Lithuania,Tanzania,1
3505,Lithuania,Thailand,1
3506,Lithuania,The Philippines,1
3507,Lithuania,Tunisia,1
3512,Lithuania,United Arab Emirates,1
3568,Luxembourg,USA,19
3534,Luxembourg,Germany,14
3567,Luxembourg,UK,12
3541,Luxembourg,Italy,9
3561,Luxembourg,Spain,8
3563,Luxembourg,Switzerland,8
3532,Luxembourg,France,7
3516,Luxembourg,Austria,6
3517,Luxembourg,Belgium,6
3572,Luxembourg,the Netherlands,6
3515,Luxembourg,Australia,5
3522,Luxembourg,China,5
3531,Luxembourg,Finland,5
3555,Luxembourg,Russia,5
3562,Luxembourg,Sweden,5
3542,Luxembourg,Japan,4
3549,Luxembourg,Norway,4
3519,Luxembourg,Bulgaria,3
3520,Luxembourg,Canada,3
3530,Luxembourg,Estonia,3
3537,Luxembourg,Hungary,3
3521,Luxembourg,Chile,2
3526,Luxembourg,Czech Republic,2
3528,Luxembourg,Denmark,2
3538,Luxembourg,India,2
3539,Luxembourg,Ireland,2
3540,Luxembourg,Israel,2
3545,Luxembourg,Lithuania,2
3548,Luxembourg,New Zealand,2
3551,Luxembourg,Poland,2
3554,Luxembourg,Romania,2
3560,Luxembourg,South Korea,2
3514,Luxembourg,Argentina,1
3518,Luxembourg,Bolivia,1
3523,Luxembourg,Colombia,1
3524,Luxembourg,Costa Rica,1
3525,Luxembourg,Croatia,1
3527,Luxembourg,Czechia,1
3529,Luxembourg,Egypt,1
3533,Luxembourg,Georgia,1
3535,Luxembourg,Greece,1
3536,Luxembourg,Hong Kong,1
3543,Luxembourg,Kazakhstan,1
3544,Luxembourg,Kenya,1
3546,Luxembourg,Malaysia,1
3547,Luxembourg,Morocco,1
3550,Luxembourg,Philippines,1
3552,Luxembourg,Portugal,1
3553,Luxembourg,Qatar,1
3556,Luxembourg,Rwanda,1
3557,Luxembourg,Saudi Arabia,1
3558,Luxembourg,Singapore,1
3559,Luxembourg,South Africa,1
3564,Luxembourg,Taiwan,1
3565,Luxembourg,Tanzania,1
3566,Luxembourg,Turkey,1
3569,Luxembourg,Ukraine,1
3570,Luxembourg,United Arab Emirates,1
3571,Luxembourg,Vietnam,1
3588,MO,USA,2
3573,MO,Australia,1
3574,MO,Belgium,1
3575,MO,Canada,1
3576,MO,China,1
3577,MO,Denmark,1
3578,MO,Estonia,1
3579,MO,Finland,1
3580,MO,France,1
3581,MO,Germany,1
3582,MO,Iceland,1
3583,MO,Italy,1
3584,MO,Spain,1
3585,MO,Sweden,1
3586,MO,Switzerland,1
3587,MO,UK,1
3589,MO,the Netherlands,1
3666,Malaysia,USA,39
3665,Malaysia,UK,32
3591,Malaysia,Australia,26
3602,Malaysia,China,25
3599,Malaysia,Canada,23
3617,Malaysia,Germany,21
3655,Malaysia,Spain,19
3627,Malaysia,Japan,18
3672,Malaysia,the Netherlands,17
3597,Malaysia,Brazil,16
3615,Malaysia,France,16
3626,Malaysia,Italy,16
3633,Malaysia,New Zealand,14
3609,Malaysia,Denmark,13
3653,Malaysia,South Africa,13
3658,Malaysia,Switzerland,13
3590,Malaysia,Argentina,12
3621,Malaysia,India,12
3650,Malaysia,Singapore,12
3603,Malaysia,Colombia,11
3657,Malaysia,Sweden,11
3630,Malaysia,Mexico,10
3635,Malaysia,Norway,10
3654,Malaysia,South Korea,10
3659,Malaysia,Taiwan,10
3622,Malaysia,Indonesia,9
3645,Malaysia,Russia,9
3594,Malaysia,Belgium,8
3610,Malaysia,Ecuador,8
3661,Malaysia,Thailand,8
3671,Malaysia,Vietnam,8
3598,Malaysia,Cameroon,7
3601,Malaysia,Chile,7
3606,Malaysia,Czech Republic,7
3614,Malaysia,Finland,7
3624,Malaysia,Ireland,7
3637,Malaysia,Panama,6
3640,Malaysia,Poland,6
3656,Malaysia,Sri Lanka,6
3662,Malaysia,The Philippines,6
3592,Malaysia,Austria,5
3604,Malaysia,Costa Rica,5
3647,Malaysia,Saudi Arabia,5
3660,Malaysia,Tanzania,5
3670,Malaysia,Venezuela,5
3595,Malaysia,Bolivia,4
3612,Malaysia,Estonia,4
3628,Malaysia,Kenya,4
3638,Malaysia,Peru,4
